target,filename,cls,decl_max,decl_over_size,decl_exceeds,decl_gt16,decl_gt31,decl_trunc16_zero,unbalanced,unbalanced_abs,max_depth,unclosed_quote,dangling_escape,quote_count,escape_count,open_comment,ends_in_escape,ends_in_quote,size,printable,digits,nulls,max_run,max_token,entropy,high_bytes
frozen,read-0136,READ,2054846512,13676.820297784256,131,132,0,0,0,0,0,1,1,1,1,0,1,0,150243,1.0,0.3622132145923604,0,6,95,3.4595843098166847,0.0
frozen,read-0137,READ,2065856632,78358.9983310575,172,133,0,0,1,1,1,1,1,3,1,0,1,0,26364,1.0,0.36602943407677135,0,5,91,3.4617548337539437,0.0
frozen,read-0138,READ,2065850658,23034.7738504081,135,135,0,0,1,1,1,1,1,3,1,0,1,0,89684,1.0,0.3614914589001383,0,5,81,3.4602403956358465,0.0
frozen,read-0139,READ,2054710064,16666.207549924566,133,134,0,0,1,1,1,1,1,1,1,0,1,0,123286,1.0,0.36505361517122786,0,7,93,3.459734922272207,0.0
frozen,read-0140,READ,2054781282,38604.84128057716,130,130,0,0,0,0,0,1,1,1,1,0,1,0,53226,1.0,0.36194716867696236,0,6,87,3.4598213970610496,0.0
frozen,read-0141,READ,2065856889,14193.061606001897,131,133,0,0,1,1,1,1,1,3,1,0,1,0,145554,1.0,0.36250463745414074,0,6,99,3.45998285078112,0.0
frozen,read-0142,READ,2065851002,11955.640575717767,131,133,0,0,1,1,1,1,1,3,1,0,1,0,172793,1.0,0.36446499568848273,0,5,109,3.4599179734627326,0.0
frozen,read-0143,READ,2054780960,98183.34097859327,193,131,0,0,1,1,1,1,1,1,1,0,1,0,20928,1.0,0.3637232415902141,0,4,75,3.460855710929761,0.0
frozen,read-0144,READ,2065856865,61800.19340074189,131,131,0,0,1,1,1,1,1,3,1,0,1,0,33428,1.0,0.3610745482828766,0,5,93,3.461527849044472,0.0
frozen,read-0145,READ,2054840883,18008.17558235325,134,136,0,0,0,0,0,1,1,1,1,0,1,0,114106,1.0,0.3630746849420714,0,6,91,3.459667129864709,0.0
frozen,read-0146,READ,2065850721,24210.417571986076,130,130,0,0,1,1,1,1,1,3,1,0,1,0,85329,1.0,0.36287780238840256,0,5,90,3.4602329648535157,0.0
frozen,read-0147,READ,2054775650,13703.894531849193,134,137,0,0,0,0,0,1,1,1,1,0,1,0,149941,1.0,0.3647834815027244,0,6,123,3.4595501194056424,0.0
frozen,read-0148,READ,2054847096,36922.485688103065,134,134,0,0,0,0,0,1,1,1,1,0,1,0,55653,1.0,0.3638977233931684,0,5,84,3.4597524733396514,0.0
frozen,read-0149,READ,2054715490,18441.007440249145,130,130,0,0,0,0,0,1,1,1,1,0,1,0,111421,1.0,0.3651466061155437,0,6,112,3.4596151174198932,0.0
frozen,dos-0000,DoS,2067407480,18116.718777384416,128,128,0,0,22823,22823,22823,0,0,45646,0,0,0,0,114116,1.0,8.763013074415506e-06,0,1,1,1.922071115166576,0.0
